lyrics,acousticness,danceability,energy,instrumentalness,loudness,speechiness,tempo,valence,explicit
mmm mmm mmm mmm oooh oooh shake ya ass but watch yourself shake ya ass show me what you working with i came here with my dick in my hand dont make me leave here with my foot in yo ass be cool and dont worry bout how im ripping this shit when im flipping what im kicking nigga thats just what i do im effervescent and im off that crescent nastier than a full grown german shepherd motherfucker keep stepping they dont fuck with me and they dont yall bitches cant catch me and you wont pay ya fare fix your hair throw that pussy got a prada for bonapalies and donna for my babooski you think im tricking bitch i aint trippin im buyin if you got nice curves for your iceberg drinkin henn and acting like it do something to me hope this indecent proposal make you do somethin with me fuck a dollar girl pick up fifty and fuck that coward girl you need a real nigga off top knick a boxers hurting shit bend over ho show me what you workin with attention all yall players and pimps right now in the place to be i thought i told yall niggas before yall niggas cant fuck with me now this aint for no small booties no sir cause that wont pass but if you feel you got the biggest one then momma come shake ya ass i like my women fire like cay enne chocolate and bowlegged when im runnin up behind her go head do your job pop the lock let the cock out for girl dont lie you know you wanna go back to my house the man right chea wanna get under that dress right there you spicy cajun we gon a good time over there you better suck the head on them there crawfish and you gotta bend all the way over to dance off this handle yo business but i know you do it way better you dead wrong so if you talking bout how niggas make noise when you pass by get yo fine ass on the floor girl this yo fuckin song do yo thang dont be scared cause you gon get served you get mine then you gon get yours bout to make yo ass love it raise it up show the g string hustling hustling stop yo cryin heffer i dont need all that i got a job for you the braided up pimp is back break them handcuffs fuck you nigga move something and if they ask you what you doin say ooohh nuttin and we been doin for the past 2 somethin and ive been beatin that pussy up not smooth fucking you can betcha bottom dollar if that pussy fire you gon holla michael tyler so dont act like you dont be backin that stuff up girl in the club cause thats what you got ass for wobble wobble im infatuated bitch ride a dick like she making a baby and i see that we gon have to go to a quiet corner for just us two an dont worry about who looking just keep on doing what you doing cause a nigga like me gon get to work before i know the girl bitch whats happening let em see show the world uhh oooh wee good lawd damn ,0.0626,0.914,0.607,0.0,-5.658,0.32,98.054,0.6659999999999999,True
oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally he really really really fucked my coochie he really really really turned me out he really really really got to gut me he really really made me scream and shout he really taught me how to work my body he really taught me how to do it with my mouth he really really tried to hurt me hurt me i really love his thug and gangsta style yeah what up ma take a look you hypnotized on how my long dick stretch your insides for real ma with your thick lips and thick thighs stroke both holes pass it to nas or pass it to naish or pass it to jung or pass it to horse then that ass gettin tossed fuck a hustler book penthouse or blacktale i got bitches sendin my niggas flicks in jail i fuck a bitch face more than her waist for real and aint no pussy like new pussy thats how a nigga feel bust three times throw her the peace sign she sleep then my dick sleek and i aint gotta call her for weeks long leg hoes mohead hoes married bitches me and my dog fuckin them both they got us switchin is the nigga gangsta yeah thats how im livin thats how im playin i got these freak fuckin hoes singin oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally he really really really fucked my coochie he really really really turned me out he really really really got to gut me he really really made me scream and shout little young thing go around my dick with your tongue ring deep throat my nine inch gut from the front and grind from the side and fuck from behind and grab her hair slap her ass she screamin like she dyin make her come four times without even tryin ill beat that pussy up theres no denyin hit her where she doodie at make that booty fat little cutie rat walking by with the doobie wrap tight blue jeans air max small gucci bag no loot and no job stay home giving blow jobs like no prob its simple holla out the window its the project nympho fuck my whole crew you know how we do you got that good pussy i can share with my people be a brave girl do your thang let them tities hang ill have all the bitches sayin oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally he really really really fucked my coochie he really really really turned me out he really really really got to gut me he really really made me scream and shout when it comes to sex im similar to the thriller in manilla bitches call me horse the pussy filler ill fuck a big boned or slim chick beat that pussy up real quick then send home the bitch aint no sleepin in my bedroom when hennys in my dick when flex drop the bomb i bust a nut on this bitch deep throat ceaser gold or pun wicked hoes who like the way i thug and the way i flow i like head in the benz the four door or the coupe head in the staircase the cellar or the roof head in the studio the bathroom or the booth head from a project chick or one with crazy loot like nia lomg in a cherry thong with the lights on sippin perignon with kelly price on i pull out my python i hit it while my wifes gone long dick the bitch all night ill make her pussy sing the song oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally oo chie bang bang oo chie wally wally,0.0564,0.64,0.721,0.000842,-6.955,0.322,93.346,0.7140000000000001,True
"Everybody knows where you go when the sun goes down.  
I think you only live to see the lights of town.  
I wasted my time when I wouldn't try, try, try.  
When the lights have lost their glow you're gonna cry,cry, cry.  
  
I lie awake at night and wait 'til you come in.  
You stay a little while and then you're gone again.  
Every question that I ask, I get a lie, lie, lie.  
For every lie you tell, you're gonna cry, cry, cry.  
When everyone's forgotten and you're left on your own,  
You're gonna cry, cry, cry.  
  
Soon your sugar-daddies will all be gone.  
You'll wake up some cold day and find you're all alone.  
You'll call to me but I'm gonna tell you: ""Bye, bye, bye.""  
When I tun around and walk away, you'll cry, cry, cry.  
  
When your fickle little love gets old, no one will care for you.  
You'll come back to me for a little love that's true.  
I'll tell you no and you gonna ask me why, why, why?  
When I remind you of all of this, you'll cry, cry, cry.  
  
You're gonna cry, cry, cry and you'll cry alone,  
When everyone's forgotten and you're left on your own.  
You're gonna cry, cry, cry.  
  
You're gonna cry, cry, cry and you'll want me there,  
It'll hurt when you think of the fool you've been.  
You're gonna cry, cry, cry.

",0.206,0.511,0.793,0.0,-9.085,0.0568,217.545,0.807,False
"I turn my 15 minutes into 10 long years  
I made a million from drinkin' beers  
I got a jet, just some touch in these frets  
So if my ego gets outta check  
  
I guess I'm guilty  
I said I'm guilty  
  
I might do a little yack, might of rub my trab  
Now and then, get into a scrap  
That's alright, I got lawyers for that  
And then motherfuckers, they even know  
  
That I'm guilty  
I said I'm guilty  
  
I never sweat, really feel regret  
Well cameras roll when you least expect  
Some other times ended up online  
And motherfucker, if that's a crime  
  
I guess I'm guilty  
  
I know agreement, a shit ain't findin'  
You catch me on your charts, still climbin'  
A big, big Nascar reshinin'  
I said I'm goin' platinum, bitch I went diamond  
I've been rhymin' solid check it out  
I've been climbin', flamin' all about  
Where you at, I've been here for years  
Come on, every little body listen  
  
You know I'm guilty  
I'm guilty  
You know I'm guilty  
I'm guilty, guilty

",0.000568,0.552,0.897,0.000896,-3.487,0.0645,166.029,0.636,True
"Bzzz.... Bzzz....  
Hi, hello, Miss Sweeney?  
Could you please come in my office for a second?  
I'm heading home for the day  
And I thought it'd be good for you and me to check in  
I met with the gal from Expo  
And they do have the ""slab"" cabinets in white  
She thinks we can take the measurements  
Down at the site  
If we do that, we'll be just fine, Miss Sweeney  
That's all I got to say to you at this time, Miss Sweeney  
Actually there's one other thing on my mind  
  
Girl, you make the rain clouds disappear  
The sun always shines when you're near  
I'm waiting until you love me  
  
I'm so sorry Miss Sweeney  
I don't know where that came from  
I think I was overcome by spontaneous emotion  
Anyway, the cash deposit of five thousand will need to be sent to the property
owner tomorrow  
If there are any problems with the deposit or contract  
Don't be afraid to holler  
I don't want to have a approve each stinking dollar  
That we borrow  
Aww forget it, Miss Sweeney  
  
Girl, you make the rain clouds disappear  
The sun always shines when you're near  
I'm waiting until you love me  
  
Miss Sweeney, I got to admit the truth  
I am totally head over heels in love with you  
Every day you come to the office looking fine  
Navy business suit clinging tightly to your spine  
You ask me if I'm ready to get down to work  
Sweeney, baby, I'm ready...be my...  
  
Girl, you make the rain clouds disappear  
The sun always shines when you're near  
I'm waiting until you love me  
Girl, you light the skies of my life  
I swear I will make you my wife  
I'm waiting until you love me

",0.0144,0.45,0.458,1.04e-05,-8.859,0.0275,99.684,0.0505,False
my sugar walls my sugar walls where i come from theres a place called heaven thats the place where all the good children go the houses are of silver the streets are gold but theres more where you come from my sugar walls my sugar walls ooh my sugar walls blood races to your private spots lets me know theres a fire you cant fight passion when passion is hot temperatures rise inside my sugar walls lemme take you somewhere youve never been i can show you things youve never seen i can make you never wanna fall in love again come spend the night inside my sugar walls take advantage its all right i feel so alive when im with you come and feel my presence its raining tonight heaven on earth inside my sugar walls let me take you somewhere youve never been i can show you things youve never seen i can make you never wanna fall in love again come spend the night inside my sugar walls i can tell you want me its impossible to hide your bodys on fire admit it come inside ahhh my sugar walls come spend the night inside my sugar walls ,0.0746,0.7440000000000001,0.55,4.2e-05,-12.689,0.0554,126.51,0.853,False
"Your sweet expression, the smile you gave me  
The way you looked when we met  
It's easy to remember but so hard to forget  
I hear you whisper, ""I'll always love you""  
I know it's over and yet  
It's easy to remember but so hard to forget  
So I must dream to have your hand caress me  
Fingers press me tight  
I'd rather dream than have the lonely feeling  
Stealing through the night  
Each little moment is clear before me  
And though it brings me regret  
It's easy to remember and so hard to forget  
So I must dream to have your hand caress me  
Fingers press me tight  
I'd rather dream than have the lonely feeling  
Stealing through the night  
Each little moment is clear before me  
And though it brings me regret  
It's easy to remember and so hard to forget  

",0.673,0.31,0.17,1.38e-05,-19.474,0.0369,114.38,0.359,False
"Lookie here momma let me explain ya this  
If ya want to get crooked I'll even give ya my fist  
Ya might read from revelation back to genesis  
Ya keep forgettin' your southern can belongs to me  
  
So there ain't no use in bringin' no jive to me  
Your southern can is mine in the mornin'  
Your southern can belongs to me  
  
Ya might go uptown have me arrested, put in jail  
Some hotshots got money gonna pull my bail  
Soon as I get out, hit the ground  
Your southern can is worth a thousand,  
Half a pound  
  
So there ain't no use in bringin' no jive to me  
Your southern can is mine, talkin' about it  
Your southern can belongs to me  
  
Ya might take it from the south, baby,  
Hide it up North  
Understand ya can't rule me and be my boss  
Take it from the East and hide in the West  
But when I get ya momma you can'll see no rest  
  
So there ain't no use in bringin' no jive to me  
Your southern can is mine, I'm screamin'  
Your southern can belongs to me  
  
Now baby, ashes to ashes, sand to sand  
When I hit ya momma then ya feel my hand  
Give ya a punch through that barbed wire fence  
When I hit ya baby, ya know I make no sense  
  
So there ain't no use in bringin' no jive to me  
Your southern can is mine, I know it  
Your southern can belongs to me  
  
Now look here woman, don't get hot  
I'm gettin' me a brick outta my backyard  
  
So there ain't no use in bringin' no jive to me  
Your southern can is mine, I'm talkin' about it  
You southern can belongs to me  
  
Well if I catch you momma  
Down in the heart of town  
I'm gonna grab me a brick  
And tear your can on down  
  
So there ain't no use in bringin' no jive to me  
Your southern can is mine, I know it  
Your southern can belongs to me  
  
You maybe get bed sick,  
'cause your graveyard bound  
I'm gonna make you moan like a graveyard hound  
  
So there ain't no use in bringin' no jive to me  
Your southern can is mine, I'm screamin'  
Your southern can belongs to me

",0.481,0.704,0.396,0.0,-12.267,0.0966,84.387,0.622,False
"We were neurophobic and perfect  
The day that we lost our souls  
Maybe we weren't so human  
But If we cry we cry we will rust  
And I was a hand grenade  
That never stopped exploding  
You were automatic and as hollow as the ""o"" in god  
  
I never gonna be the one for you  
I never gonna save the world from you  
They'll never be good for you  
Bad to you  
They'll never be anything  
Anything at all  
  
You were my mechanical bride  
A Phenobarbidoll  
A manniqueen of depression  
With the face of a dead star  
And I was a hand grenade  
That never stopped exploding  
You were automatic and as hollow as the ""o"" in god  
  
I am never gonna be the one for you  
I never gonna save the world from you  
They'll never be good for you  
Bad to you  
They'll never be anything  
Anything at all  
They'll never be good for you  
Bad to you  
They'll never be anything  
Anything at all  
I am never gonna be the one for you  
I never gonna save the world from you  
  
  
This isn't me I'm not mechanical  
I'm just a boy playing the suicide ki ng [ 5x ]

",4.61e-05,0.435,0.913,0.000215,-6.3,0.0577,134.881,0.219,True
"Hey dude, you recordin'  
  
Well fire it up, chop one out, somebody's got to know  
That I'm two days in, I got two days left to go  
'Cause I am Georgia, I am Memphis, Tennessee  
I am everything that Hollywood wants to be  
I am love and I am hate, I'm your late night drunk debate  
But you'll never put your finger on me  
  
Have you ever seen the sun over the rocky mountains shinin'  
Or touched the sands of a southern Florida beach  
Have you seen a grown man cry or a child that's slowly dying  
Have you looked inside to see all that you can see  
  
And I am North and South Dakota, and New York City  
I am everything Hollywood wants to be  
I am love and I am hate, and the critics can all debate  
But they'll never put a finger on me  
No you'll never put your finger on  
  
Ohh, ohh, hey, hey  
Ohh, ohh, yeah, eh, yeah, eh, hey, hey  
  
Have you seen the Northern falls or the midwest seasons changing  
A Montana storm, or warm Kentucky rain  
Have you heard the love that sings over inner city sidewalks  
Have you risen above all that leads to hate  
  
And I am Boston and D.C., and all of Detroit city  
I am everything that Hollywood wants to be  
I am Southern rock n roll, country and hip-hop and soul  
And you'll never put your finger on me  
  
I'm a father and I'm a friend, I'm your brother until the end  
But you'll never put your finger on me  
I am ""Only God Knows Why"", I'll be a ""Cowboy"" till I die  
But you'll never put your finger on me  
  
You'll never put your finger on me, you'll never put it on, put it on, on me  
You'll never put, never put it on, put it, put it on, hey, never put it on  
You'll never put, never, never, never, never, never, never  
Put your finger on me

",0.017,0.421,0.983,0.0,-4.272,0.329,177.908,0.307,True
"Soon the pines will be falling everywhere  
As the village children fight each other for their share  
And the six-o-nine goes roaring past the creek  
As Deacon Lee prepares his sermon for next week  
  
I saw Grandma yesterday down at the store  
Well she's really doing fine for eighty-four  
And she asked me if sometime I could fix her barn  
The poor old girl she needs a hand to run that farm  
  
[Chorus]  
And it's good old country comfort in my bones  
It's the sweetest sound these ears have ever known  
It's just an old-fashioned feeling fully-grown  
Country comfort and a truck that's goin' back home  
Oh it's goin' back home  
  
Down at the well they've got a new machine  
The foreman says it'll cut manpower by fifteen  
""Hey but that ain't natural"" old Clay would say  
You see he's a horse-drawn man until his dying day  
  
[Chorus: x2]  
  
Country comfort and a truck that's goin' back home  
Whoa, it's goin' back home  
Hey take me back home  
And a truck, and a truck that's goin' back home  
Any truck

",0.278,0.618,0.778,0.0,-4.785,0.0322,143.873,0.548,False
"Get up  
Come on  
  
A hard time if your motion is still  
Let me move some things around because the lyrics is ill  
Abstract, you know my stiggidy in here (yeah)  
Niggaz get on and swear it's they fucking year  
But yo your girl just moved  
To the joint in the club, in the car if it groove  
Broad look, the movement is on  
Mild mannered mami's in Victoria thongs, uh  
I give my rhyme a bless  
Guaranteed to make it right if your night is a bust (yeah yeah)  
You Vivrant and you fresh and all  
Original to say the least and you've impressed Kamal (come on)  
Rappers start then they stall  
Finding it very hard to make it over the wall  
Hey, get your weight up, my motto you heard?  
And I grown a deaf ear to felonious words, uh  
So girls move it around  
If you see your main dog give a brother a pound  
And just  
  
Breathe and Stop, for real and give it what you got, and just  
Breathe and Stop, for real and give it what you got  
Give it what you got, give it what you got  
If you on the block then give it what you got  
  
A thug, a thrill, you as mean as the eyes (say word)  
I want to feel you, them big ass thighs  
Your Prada dress or your Gucci bag  
With the Polo jeans over doobi-bag, uh  
Yo hold the door alright?  
We coming through, Tribe beef, hold it down for the night  
Big Moon got the fifth  
D-Lyfe he got the deally and girl you got the gif (yeah for real love)  
Turn it over the page  
Ushering all of y'all to a brand new age, where (yeah)  
Status really don't matter  
Everybody get right to the pitter the patter (come on0  
Making moves, setting precedence  
Entering your residence, the whole scene is decadence  
And the feeling is true  
I'm seeing me and my crew, you seeing black and blue, uh (yeah)  
So let's go for the ride  
Strap yourself in tight and if you bonafied then just uh  
  
Breathe and Stop, for real and give it what you got, and just  
Breathe and Stop, for real and give it what you got  
Give it what you got, give it what you got  
If you on the block then give it what you got  
  
Dunn what what bring it, bring it  
A-bring it give it bring it give it  
Bring it give it bring it give it  
A-where we bring it to?  
Right here, right where? Right here, right where?  
Right here, right where? Right here, right where?  
Right here, right where? Right here, here here  
Right here, take it home home, take it home, right here  
  
Millennium, on your mind, are you running out of time?  
Hope you skipping every line because I'm getting mine  
Move it around a bit again  
Every block every town we starting a trend (for real for real)  
Eye to eye ma and toe to toe (toe to toe)  
Who concentrating on killing the show?  
Penetration is methodically slow  
Mountain high valley low gonna find the dough (yo for real for real)  
All my peoples, no matter the creed  
We gonna satisfy the urge and discover the need  
You feel, you feel the bite in this  
If you think I'm type real then invite me miss  
And let me say a rhyme in your ear  
Dancing close you the most and you fit in here (yeah)  
You feel the rhythm is right  
You know the spitting is tight  
You think you won't but I think you might, uh  
  
Breathe and Stop, for real and give it what you got, and just  
Breathe and Stop, for real and give it what you got  
Give it what you got, give it what you got  
If you on the block then give it what you got

",0.0144,0.881,0.83,0.00771,-4.563,0.172,98.793,0.765,True
"I was born in the wagon of a travelin' show  
My mama used to dance for the money they'd throw  
Papa would do whatever he could  
Preach a little gospel  
Sell a couple bottles of doctor good  
  
[Chorus:]  
Gypsies, tramps and thieves  
We'd hear it from the people of the town  
They'd call us gypsies, tramps and thieves  
But every night all the men would come around  
And lay their money down  
  
Picked up a boy just south of Mobile  
Gave him a ride, filled him with a hot meal  
I was sixteen, he was twenty-one  
Rode with us to Memphis  
And papa would've shot him if he knew what he'd done  
  
[Chorus:]  
Gypsies, tramps and thieves  
We'd hear it from the people of the town  
They'd call us gypsies, tramps and thieves  
But every night all the men would come around  
And lay their money down  
  
Never had schoolin' but he taught me well  
With his smooth southern style  
Three months later, I'm a gal in trouble  
And I haven't seen him for a while, oh  
I haven't seen him for a while, oh  
  
She was born in the wagon of a travelin' show  
Her mama had to dance for the money they'd throw  
Grandpa'd do whatever he could  
Preach a little gospel  
Sell a couple bottles of doctor good  
  
[Chorus:]  
Gypsies, tramps and thieves  
We'd hear it from the people of the town  
They'd call us gypsies, tramps and thieves  
But every night all the men would come around  
And lay their money down

",0.211,0.476,0.677,0.0,-11.175,0.0365,170.879,0.691,False
"I hope the day will be a lighter highway  
For friends are found on every road  
Can you ever think of any better way  
For the lost and weary travelers to go?  
  
Making friends for the world to see  
Let the people know you got what you need  
With a friend at hand you will see the light  
If your friends are there, then everything's all right  
  
It seems to me a crime that we should age  
These fragile times should never slip us by  
A time you never can or shall erase  
As friends together watch their childhood fly

",0.439,0.378,0.496,0.0,-9.628,0.0358,147.807,0.339,False
 whew it sure is hot out here you know i dont mind though im just glad to be free you know what im saying uh take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise you in the corners of my mind i just cant seem to find a reason to believe that i can break free cause you see i have been bound for so long felt like all hope was gone but as i lift my hands i understand that i should praise you through my circumstance take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise you everything that could go wrong all went wrong at one time so much pressure fell on me i thought i was gon lose my mind lord i know you wanna see if i will hold on through these trials but i need you to lift this load cause i cant take it no more take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise you been through the fire and the rain bound in every kind of way but god has broken every chain so let me go right now take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you i wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise you take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise you take the shackles off my feet so i can dance i just wanna praise you i just wanna praise you you broke the chains now i can lift my hands and im gonna praise you im gonna praise you yeah yeah yeah take em off take em off what you gonna do yeah yeah you broke the chains now i can lift my hands broke all the chains im gonna praise you what you gonna do im gonna praise you,0.0313,0.79,0.68,0.0,-7.807,0.153,100.442,0.813,False
"Anything that you want to do, anyplace that you want to go  
Don't need permission for everything that you want  
Any taste that you feel is right  
Wear any clothes just as long as they're bright  
Say what you want, 'cos this is a new art school  
Do what you want if it takes your mind  
Better do it now, 'cos you won't have time  
And never worry if people laugh at you  
The fools only laugh 'cos they envy you  
  
Time is motion and the hands are fast  
Young words are mumbled, they don't always last  
It's up to us to be sure they understand  
  
Who makes the rules that make people select  
Who is to judge that your ways are correct  
The media as watchdog is absolute shit  
The TV telling you what to think  
  
Anything that you want to do, anyplace that you want to go  
Don't need permission for everything that you want  
Any taste that you feel is right  
Wear any clothes just as long as they're bright  
Say what you want, 'cos this is a new art school  
Do what you want, 'cos this is the new art school

",0.00904,0.459,0.827,0.0,-9.667,0.0451,98.277,0.542,False
"Brother, haven't you noticed  
There's a war on the soul of man  
Hey there, sister  
The world is reaching  
It could use a helping hand  
So come on  
No dues are needed  
Just a kind heart will be enough  
There's a hunger  
But you can feed it  
Sign the card and join the club  
  
We are drawing from an ancient solution  
We're embarking on a new regime  
We are calling for a new revolution  
Be part of the parade  
Get on the Love Crusade  
  
[Chorus]  
Na na na na  
Na na na na na  
Na na na na na na na na  
Na na na na  
Na na na na na  
Na na na na na na na na  
  
Jesus said love your neighbor  
Like you would love yourself  
Get together  
Do Him a favor  
Give your love to someone else  
  
Just a little sets the wheels in motion  
A little more and we could change the world  
You can shine a light if you have the notion  
So get out of the shade  
Get on the Love Crusade  
  
[Chorus]  
  
Come on everyone  
There's a lot that can be done  
A little love can go a long, long way  
So rise to the occasion  
Of a radical invasion  
(Hey) Don't let the world go down in flames  
Fight the fire with a fire  
Push it to the limit  
And be a renegade  
Light a fuse-make a spark  
Try to penetrate a heart  
There's a burning need to fill the world with love  
Love is kind, love is sound  
It makes the world go round  
So it keep it turning  
There could never be enough  
Hatred'll spoil the feast  
That's the nature of the beast  
So don't ever let your heart be swayed  
Draw the sword, slay the dragon  
Get on the bandwagon  
And be a fighter on the Love Crusade  
  
We are drawing from an ancient solution  
We're embarking on a new regime  
We are calling for a new revolution  
Be part of the parade  
Get on the Love Crusade  
  
[Chorus]

",0.121,0.701,0.894,0.000118,-8.642,0.0326,113.591,0.833,False
"Mysterious object of flight on a voyage  
To correct what they have done, what we are doing  
Perhaps submerged, living in the inner most  
Recesses of the planet - no choice but  
To adapt to an underground world  
Limiting our passages of thought  
Are they the examples of regression  
A life form's abusive progression  
In a realm so vast, we sit among the Vacant Planets  
  
So many worlds yet to be seen that once have shared  
The same effects that come from greed, mass production  
Perhaps submerged, living in the inner most  
Recesses of the planet - no choice but  
To adapt to an underground world  
Limiting our passages of thought  
Are they the examples of regression  
A life form's abusive progression

",5.15e-05,0.337,0.868,0.0783,-6.198,0.0825,106.076,0.606,False
"Swerving through the street  
Drunk as fuck  
Searching for a open store  
I think I'm out of luck  
Maybe I'll find a mad mother on patrol  
  
Hit her car  
Smash it up  
Pull her out  
Beat her up  
Take her money  
Run her down  
  
Can't find any beer  
It's way past two  
There's just one thing  
We can do  
  
Hit her car  
Smash it up  
Pull her out  
Beat her up  
Take her money  
Run her down  
Drive her face out of town  
  
Drunk drivers against mad mothers

",0.0183,0.206,0.98,0.000321,-5.306,0.375,154.011,0.122,True
"In the middle of the night  
I had a vision  
It was bigger than life  
Standing on the edge of my bed  
She said ""come here, don't be afraid""  
Her tongue opened like a shot  
Oh bang bang  
Ten feet tall, laser eyes  
Killer body, killer thighs  
She drew me a fine line  
What's wrong what's right  
I didn't know what to think  
She seemed to know what to drink  
I was stunned by her gun  
Couldn't walk, couldn't run  
Well she drew me a picture  
And it seemed so true  
Standing on the edge  
And watching my life flash by  
Standing on the edge  
She's lookin' right through my eyes  
  
Love is passin' by  
Right before my eyes  
And I'm wondering why  
What's the reason  
That I'm standing on the edge  
Standing on the edge  
Standing on the edge  
Right here in my face  
I had a vision  
That was bigger than life  
Oh connie likes nighttime, every night  
Connie likes candy, every bite  
All day sucker, connie might  
Swallow that thing 'cause she does it right  
  
I'm weak in the knees  
I'm beggin' you please  
Just ask for more  
She just wants affection  
My soldier's at attention  
No I don't know  
Why you're doin this to me  
Standing on the edge  
And watching my life flash by  
Standing on the edge  
She's lookin' right through my eyes  
  
Love is passin' by  
Right before my eyes  
And I'm wondering why  
What's the reason  
That I'm standing on the edge  
Standing on the edge  
Standing on the edge  
Well she told me  
In the biblical sense  
And she told me  
In the strictest confidence  
  
She told me  
We were worlds apart  
She told me, she told me  
I don't know why I'm here  
She said, ""don't be afraid""  
Standing on the edge  
And watching my life flash by  
Standing on the edge  
You're lookin' right through my eyes  
Standing on the edge  
Light flashes before my eyes  
Standing on the edge  
And watchin' my world crash by  
Love is passing by  
Right before my eyes  
And I wonder why  
What's the reason  
That I'm standing on the edge  
  
Standing on the edge  
Standing on the edge  
Standing on the edge  
Standing on the edge  
Standing on the edge  
I'm standing on the edge

",0.208,0.377,0.85,0.0,-7.515,0.0522,145.84,0.579,False
"Breaking in a sweat  
Like a bomb threat  
Is your silhouette fading out?  
Nothing left to lose  
Detonate the fuse  
Another breaking news blowout  
  
Ain't it beautiful?  
So unusual  
Life's a gas and it's running out  
Living a cliche  
Gonna seize the day  
Bottle rockets and celebrate, celebrate, celebrate  
  
Carpe diem, a battle cry  
Are we all too young to die?  
Ask a reason and no reply  
Are we all too young to die?  
  
Making a living  
Making a killing  
What's worth forgiving?  
Alright  
  
The blink of an eye  
Barely scraping by  
Dominated by passer by's  
Feeling out of luck  
When the traffic's stuck  
And you're feeling  
So left behind  
  
Getting off a binge  
Get a second wind  
Another promise  
Just make a change  
Got a Broken wing  
Hear the angels sing  
With a signal that's out of range  
Ain't it strange?  
Ain't it strange?  
  
Carpe diem, a battle cry  
Are we all too young to die?  
Ask a reason and no reply  
Are we all too young to die?  
  
Making a living  
Making a killing  
What's worth forgiving?  
Alright  
  
Making a living  
Making a killing  
What's worth forgiving?  
Alright  
  
Carpe diem, a battle cry  
Are we all too young to die?  
Ask a reason and no reply  
Are we all too young to die?  
  
Carpe diem, a battle cry  
Are we all too young to die?  
Ask a reason and no reply  
Are we all too young to die?

",0.000167,0.547,0.93,1.79e-05,-3.469,0.0348,139.969,0.796,False
 ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass stop now make that motherfucker hammer time like go stupid boi wobbledy wobbledy wo wobble wobble im stacking my paper my wallet look like a bible i got girlies half naked that shit look like the grotto how yo waist anorexic and then yo ass is colossal like woo drop that ass make it boomerang take my belt off bitch im pootie tang tippy tow tippy tay you gon get a tip today fuck that you gone get some dick today i walk in with my crew and im breaking they necks im looking all good im making her wet they pay me respect they pay me in checks and if she look good she pay me in sex bounce that ass its the roundest youre the best you deserve a crown bitch right on that ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass stop now make that motherfucker hammer time like go stupid boi stop drop it drop it you got everybody in here oh my goshing bad bitches im your dada white girls go gaga when the sticks out they bust it open like ya yas a pinata bitch look down tell me whats up girl you talk too much shut up i got that mad dick you know it always nut up and it got an attitude no wonder why its stuck up pop it then backflip yo gymnastics got me ecstatic your whole crew look like a pageant im dropping cash tips and some taxes girl you got me about to pass out im wondering if cupid gave you ass shots cause im in love with that ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass stop now make that motherfucker hammer time like go stupid boi whoa white girls black girls tall girls fat girls shake that ass shake that ass shake that ass shake that ass shake that ass shake that ass short girls small girls skinny girls all girls shake that ass shake that ass shake that ass shake that ass shake that ass shake that ass and i want all of that ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass stop now make that motherfucker hammer time like go stupid boi,0.0283,0.8220000000000001,0.711,0.00129,-6.7410000000000005,0.275,79.949,0.6809999999999999,True
"Verse:  
Today, today is the day  
I'm living for You  
No more doing it my way  
I make the change today  
  
I don't wanna talk about it  
I don't wanna think about it  
I don't wanna dream about it  
Living my way  
  
Pre-Chorus:  
From now I'm living for You  
Everything I'm doing for You  
I will stand, I'll stand for You  
  
I'll stand, I'll stand, I'll stand for You  
  
Chorus:  
I will stand, stand for You  
Everything I do, is for You my Jesus  
I will stand, I'll stand for You  
I'll stand, I'll stand, I'll stand for You  
  
Bridge:  
Whatever happens to me  
I make a promise to be  
True to my Lord and Saviour  
I will stand

",0.0524,0.449,0.525,2.08e-05,-7.849,0.0317,109.845,0.128,False
